Ticker,Date,Action,Shares_Sold,Sale_Price,Sale_Value,Fee,Allocated_Cost_Basis,Realized_PnL
ANANTRAJ.NS,2021-08-02,TRIM,7292,65.85983276367188,480249.9005126953,480.2499005126953,387172.53199494607,92597.11861723656
ATGL.NS,2021-08-02,TRIM,206,887.0501708984375,182732.33520507812,182.73233520507813,229164.52875558822,-46614.92588571517
POONAWALLA.NS,2021-08-02,TRIM,3310,170.7281036376953,565110.0230407715,565.1100230407715,472708.2072079414,91836.7058097893
HINDCOPPER.NS,2021-08-02,TRIM,2375,148.6927490234375,353145.27893066406,353.14527893066406,306242.7305606484,46549.40309108503
ATGL.NS,2021-09-01,TRIM,671,1508.639404296875,1012297.0402832031,1012.2970402832032,746453.3922087364,264831.3510341835
TATAELXSI.NS,2021-09-01,TRIM,76,4604.6005859375,349949.64453125,349.94964453125,305093.36279296875,44506.33209375001
CGPOWER.NS,2021-09-01,TRIM,1736,84.75695037841797,147138.0658569336,147.1380658569336,93578.1266682824,53412.80112279425
ANANTRAJ.NS,2021-10-01,TRIM,1435,75.81473541259766,108794.14531707764,108.79414531707764,77520.06837118181,31165.282800578745
PGEL.NS,2021-10-01,TRIM,2773,40.0992431640625,111195.20129394531,111.19520129394532,106207.28658226637,4876.719510384995
TATAELXSI.NS,2021-10-01,TRIM,35,5491.9013671875,192216.5478515625,192.2165478515625,140503.5223388672,51520.808964843745
CGPOWER.NS,2021-10-01,TRIM,4794,122.7395248413086,588413.2820892334,588.4132820892335,258417.93735469232,329406.9314524518
GPIL.NS,2021-10-01,TRIM,280,313.1081848144531,87670.29174804688,87.67029174804688,67570.17104384433,20012.450412454506
HINDCOPPER.NS,2021-11-01,SELL,13879,125.23426055908205,1738126.3022994997,1738.1263022994997,1712267.5548493173,24120.62114788289
CGPOWER.NS,2021-11-01,TRIM,2557,147.1392364501953,376235.0276031494,376.23502760314943,137833.68081267172,238025.11176287453
PGEL.NS,2021-11-01,TRIM,10011,50.98089599609375,510369.74981689453,510.36974981689457,383426.30579699547,126433.07427008217
