Date,Ticker,Action,Shares,Price,Trade_Value,Fee
2023-05-02,KARURVYSYA.NS,BUY,3627,77.7247314453125,281907.60095214844,281.90760095214847
2023-05-02,VBL.NS,BUY,877,280.3942565917969,245905.76303100586,245.90576303100588
2023-05-02,RVNL.NS,TRIM,13965,116.24492645263672,1623360.3979110718,1623.360397911072
2023-05-02,KALYANKJIL.NS,BUY,2246,104.74822998046876,235264.52453613284,235.26452453613285
2023-05-02,BLS.NS,BUY,499,177.626953125,88635.849609375,88.635849609375
2023-05-02,AEGISLOG.NS,BUY,365,380.2550659179688,138793.09906005862,138.79309906005864
2023-05-02,PGEL.NS,BUY,1638,139.67286682128906,228784.15585327148,228.7841558532715
2023-05-02,ANANTRAJ.NS,BUY,15484,140.12362670898438,2169674.235961914,2169.6742359619143
2023-06-01,KALYANKJIL.NS,SELL,24369,107.82322692871094,2627544.217025757,2627.544217025757
2023-06-01,PGEL.NS,SELL,19772,165.9727020263672,3281612.264465332,3281.612264465332
2023-06-01,RVNL.NS,TRIM,369,116.39230346679688,42948.75997924805,42.948759979248045
2023-06-01,MAZDOCK.NS,BUY,151,396.1087951660156,59812.42807006836,59.812428070068364
2023-06-01,ANANTRAJ.NS,BUY,555,150.74581909179688,83663.92959594727,83.66392959594727
2023-06-01,KARURVYSYA.NS,TRIM,1652,85.97550964355469,142031.54193115234,142.03154193115233
2023-06-01,VBL.NS,TRIM,1281,334.666015625,428707.166015625,428.70716601562503
2023-06-01,AEGISLOG.NS,BUY,1970,330.3231201171875,650736.5466308594,650.7365466308594
2023-06-01,BLS.NS,BUY,1006,181.3275146484375,182415.47973632812,182.41547973632814
2023-06-01,IRCON.NS,BUY,36266,78.99137878417969,2864701.3429870605,2864.701342987061
2023-06-01,DATAPATTNS.NS,BUY,1703,1656.320556640625,2820713.9079589844,2820.7139079589842
2023-07-03,BLS.NS,SELL,14183,209.0077209472656,2964356.506195068,2964.356506195068
2023-07-03,AEGISLOG.NS,SELL,8753,317.118896484375,2775741.7009277344,2775.7417009277347
2023-07-03,RVNL.NS,BUY,3602,119.73324584960938,431279.15155029297,431.27915155029297
2023-07-03,MAZDOCK.NS,TRIM,1815,626.2633666992188,1136668.010559082,1136.668010559082
2023-07-03,ANANTRAJ.NS,BUY,447,185.3523406982422,82852.49629211426,82.85249629211425
2023-07-03,DATAPATTNS.NS,BUY,131,1872.814453125,245338.693359375,245.33869335937501
2023-07-03,KARURVYSYA.NS,BUY,1181,101.95891571044922,120413.47945404053,120.41347945404053
2023-07-03,IRCON.NS,BUY,6837,79.75503540039062,545285.1770324707,545.2851770324708
2023-07-03,VBL.NS,BUY,2466,324.30303955078125,799731.2955322266,799.7312955322266
2023-07-03,NEULANDLAB.NS,BUY,967,2814.32421875,2721451.51953125,2721.45151953125
2023-08-01,VBL.NS,SELL,12186,317.3085632324219,3866722.151550293,3866.722151550293
2023-08-01,IRCON.NS,SELL,43103,93.97825622558594,4050744.7780914307,4050.744778091431
2023-08-01,MAZDOCK.NS,TRIM,521,903.493408203125,470720.0656738281,470.7200656738281
2023-08-01,RVNL.NS,BUY,6263,122.92678833007812,769890.4753112793,769.8904753112793
2023-08-01,ANANTRAJ.NS,BUY,4589,202.92672729492188,931230.7515563965,931.2307515563965
2023-08-01,DATAPATTNS.NS,BUY,493,1991.7352294921875,981925.4681396484,981.9254681396485
2023-08-01,KARURVYSYA.NS,BUY,15320,100.4044189453125,1538195.6982421875,1538.1956982421875
2023-08-01,NEULANDLAB.NS,BUY,99,3472.177490234375,343745.5715332031,343.74557153320313
2023-08-01,JBMA.NS,BUY,5882,698.427490234375,4108150.4975585938,4108.150497558594
2023-09-01,KARURVYSYA.NS,SELL,52687,98.63893127441406,5196989.372055054,5196.9893720550535
2023-09-01,DATAPATTNS.NS,SELL,2327,2452.053955078125,5705929.553466797,5705.929553466797
2023-09-01,MAZDOCK.NS,BUY,276,916.756103515625,253024.6845703125,253.0246845703125
2023-09-01,RVNL.NS,TRIM,1513,135.89747619628906,205612.88148498535,205.61288148498537
2023-09-01,JBMA.NS,TRIM,373,748.4521484375,279172.6513671875,279.1726513671875
2023-09-01,NEULANDLAB.NS,TRIM,24,3775.339599609375,90608.150390625,90.608150390625
2023-09-01,ANANTRAJ.NS,BUY,761,219.8538818359375,167308.80407714844,167.30880407714844
2023-09-01,SUZLON.NS,BUY,134059,25.0,3351475.0,3351.475
2023-09-01,PFC.NS,BUY,40239,181.1422576904297,7288983.3072052,7288.983307205201
2023-10-03,MAZDOCK.NS,TRIM,770,1066.3131103515625,821061.0949707031,821.0610949707032
2023-10-03,JBMA.NS,BUY,472,659.5767822265625,311320.2412109375,311.3202412109375
2023-10-03,RVNL.NS,TRIM,8327,169.87319946289062,1414534.1319274902,1414.5341319274903
2023-10-03,SUZLON.NS,TRIM,5449,26.950000762939453,146850.55415725708,146.85055415725708
2023-10-03,NEULANDLAB.NS,BUY,4,3724.01611328125,14896.064453125,14.896064453125
2023-10-03,ANANTRAJ.NS,TRIM,432,220.8495941162109,95407.02465820311,95.40702465820311
2023-10-03,PFC.NS,TRIM,12271,220.7539520263672,2708871.7453155518,2708.871745315552
2023-10-03,FORCEMOT.NS,BUY,1198,3827.77197265625,4585670.8232421875,4585.670823242188
2023-11-01,ANANTRAJ.NS,SELL,21404,237.87631225585935,5091504.587524413,5091.504587524413
2023-11-01,RVNL.NS,BUY,9323,150.67015075683594,1404697.8155059814,1404.6978155059815
2023-11-01,MAZDOCK.NS,BUY,1722,935.9754028320312,1611749.6436767578,1611.7496436767578
2023-11-01,JBMA.NS,BUY,2699,600.5768432617188,1620956.899963379,1620.9568999633789
2023-11-01,SUZLON.NS,BUY,23658,31.299999237060547,740495.3819503784,740.4953819503785
2023-11-01,PFC.NS,BUY,8663,213.05679321289065,1845710.9996032717,1845.7109996032718
2023-11-01,FORCEMOT.NS,BUY,573,3336.982421875,1912090.927734375,1912.090927734375
2023-12-01,MAZDOCK.NS,SELL,5131,988.88037109375,5073945.184082031,5073.945184082031
2023-12-01,RVNL.NS,SELL,29317,162.48741149902344,4763643.44291687,4763.64344291687
2023-12-01,NEULANDLAB.NS,SELL,1046,5347.0537109375,5593018.181640625,5593.018181640625
2023-12-01,FORCEMOT.NS,SELL,1771,3336.982421875,5909795.869140625,5909.795869140625
2023-12-01,SUZLON.NS,TRIM,17209,39.400001525878906,678034.6262588501,678.0346262588502
2023-12-01,JBMA.NS,BUY,848,622.3556518554688,527757.5927734375,527.7575927734375
2023-12-01,PFC.NS,TRIM,9993,325.7831726074219,3255551.243865967,3255.551243865967
2023-12-01,BSE.NS,BUY,8722,823.5435180664062,7182946.564575195,7182.946564575195
2023-12-01,KAYNES.NS,BUY,3035,2434.5,7388707.5,7388.7075
2023-12-01,KALYANKJIL.NS,BUY,17621,333.1263122558594,5870018.748260498,5870.018748260498
2024-01-01,JBMA.NS,SELL,9528,807.9622802734375,7698264.6064453125,7698.264606445313
2024-01-01,BSE.NS,BUY,1444,726.1151123046875,1048510.2221679688,1048.5102221679688
2024-01-01,SUZLON.NS,BUY,20415,38.5,785977.5,785.9775
2024-01-01,KAYNES.NS,TRIM,198,2669.050048828125,528471.9096679688,528.4719096679688
2024-01-01,PFC.NS,TRIM,2495,352.45965576171875,879386.8411254883,879.3868411254883
2024-01-01,KALYANKJIL.NS,BUY,767,360.4349670410156,276453.619720459,276.453619720459
2024-01-01,NEULANDLAB.NS,BUY,1198,5259.3408203125,6300690.302734375,6300.690302734375
2024-02-01,BSE.NS,TRIM,610,821.8296508789062,501316.0870361328,501.31608703613284
2024-02-01,SUZLON.NS,TRIM,21660,48.20000076293945,1044012.0165252686,1044.0120165252686
2024-02-01,PFC.NS,TRIM,1489,397.6937561035156,592166.0028381348,592.1660028381348
2024-02-01,NEULANDLAB.NS,TRIM,118,6215.22265625,733396.2734375,733.3962734375
2024-02-01,KAYNES.NS,BUY,49,2813.949951171875,137883.54760742188,137.8835476074219
2024-02-01,KALYANKJIL.NS,BUY,3264,332.3304138183594,1084726.470703125,1084.726470703125
2024-03-01,KAYNES.NS,SELL,2886,2945.5,8500713.0,8500.713
2024-03-01,KALYANKJIL.NS,SELL,21652,397.393798828125,8604370.532226562,8604.370532226563
2024-03-01,NEULANDLAB.NS,SELL,1080,7236.5654296875,7815490.6640625,7815.4906640625
2024-03-01,SUZLON.NS,BUY,90885,44.29999923706055,4026205.430660248,4026.205430660248
2024-03-01,BSE.NS,BUY,5715,770.0831298828125,4401025.087280273,4401.0250872802735
2024-03-01,PFC.NS,BUY,14020,371.7150573730469,5211445.104370117,5211.445104370117
2024-03-01,GVT&D.NS,BUY,10684,949.9666748046876,10149443.953613283,10149.443953613283
2024-04-01,PFC.NS,SELL,36674,363.6973876953125,13338237.99633789,13338.237996337892
2024-04-01,GVT&D.NS,BUY,2138,871.1011352539062,1862414.2271728516,1862.4142271728515
2024-04-01,SUZLON.NS,BUY,36709,41.34999847412109,1517917.093986511,1517.917093986511
2024-04-01,BSE.NS,TRIM,1230,893.1704711914062,1098599.6795654297,1098.5996795654298
2024-04-01,IRFC.NS,BUY,68812,139.8807373046875,9625473.295410156,9625.473295410156
2024-05-02,GVT&D.NS,TRIM,5312,1140.8648681640625,6060274.1796875,6060.2741796875
2024-05-02,BSE.NS,TRIM,4433,942.2307739257812,4176909.0208129883,4176.909020812988
2024-05-02,SUZLON.NS,TRIM,56747,41.70000076293945,2366349.943294525,2366.349943294525
2024-05-02,IRFC.NS,TRIM,20152,153.50167846679688,3093365.8244628906,3093.3658244628905
2024-05-02,FORCEMOT.NS,BUY,808,9468.345703125,7650423.328125,7650.423328125
2024-05-02,KALYANKJIL.NS,BUY,25033,409.68017578125,10255523.840332031,10255.52384033203
2024-06-03,FORCEMOT.NS,BUY,213,8878.9091796875,1891207.6552734375,1891.2076552734375
2024-06-03,GVT&D.NS,BUY,976,1410.87744140625,1377016.3828125,1377.0163828125
2024-06-03,BSE.NS,BUY,2361,892.5113525390625,2107219.3033447266,2107.2193033447265
2024-06-03,IRFC.NS,BUY,285,182.53082275390625,52021.28448486328,52.02128448486328
2024-06-03,SUZLON.NS,BUY,1498,50.0,74900.0,74.9
2024-07-01,KALYANKJIL.NS,SELL,25033,494.9390258789063,12389808.634826662,12389.808634826662
2024-07-01,GVT&D.NS,BUY,1298,1557.6688232421875,2021854.1325683594,2021.8541325683593
2024-07-01,IRFC.NS,BUY,17591,165.9248046875,2918783.2392578125,2918.7832392578125
2024-07-01,BSE.NS,BUY,3733,853.088134765625,3184578.007080078,3184.5780070800784
2024-07-01,FORCEMOT.NS,BUY,347,8874.8291015625,3079565.6982421875,3079.5656982421874
2024-08-01,SUZLON.NS,SELL,206159,67.9800033569336,14014689.512062073,14014.689512062074
2024-08-01,GVT&D.NS,TRIM,2075,1655.181640625,3434501.904296875,3434.501904296875
2024-08-01,IRFC.NS,TRIM,17280,183.3325958251953,3167987.255859375,3167.987255859375
2024-08-01,FORCEMOT.NS,TRIM,229,9139.609375,2092970.546875,2092.970546875
2024-08-01,BSE.NS,TRIM,2798,876.0053100585938,2451062.8575439453,2451.0628575439455
2024-08-01,COCHINSHIP.NS,BUY,3369,2547.1083984375,8581208.194335938,8581.208194335937
2024-08-01,NBCC.NS,BUY,83268,116.90239715576172,9734228.806365967,9734.228806365967
2024-09-02,FORCEMOT.NS,SELL,1139,8268.89453125,9418270.87109375,9418.27087109375
2024-09-02,COCHINSHIP.NS,BUY,1088,1827.53515625,1988358.25,1988.35825
2024-09-02,GVT&D.NS,TRIM,735,1684.3870849609375,1238024.507446289,1238.0245074462891
2024-09-02,IRFC.NS,BUY,1386,172.17604064941406,238635.9923400879,238.6359923400879
2024-09-02,NBCC.NS,TRIM,11045,122.17794036865234,1349455.3513717651,1349.4553513717651
2024-09-02,BSE.NS,TRIM,1620,916.3878784179688,1484548.3630371094,1484.5483630371093
2024-09-02,WOCKPHARMA.NS,BUY,9144,1048.1500244140625,9584283.823242188,9584.283823242187
2024-10-01,BSE.NS,SELL,11284,1278.8865966796875,14430956.356933594,14430.956356933593
2024-10-01,IRFC.NS,SELL,50642,150.64675903320312,7629053.170959473,7629.0531709594725
2024-10-01,WOCKPHARMA.NS,TRIM,2559,968.7999877929688,2479159.168762207,2479.159168762207
2024-10-01,GVT&D.NS,TRIM,2266,1678.71142578125,3803960.0908203125,3803.9600908203124
2024-10-01,COCHINSHIP.NS,TRIM,1074,1685.61572265625,1810351.2861328125,1810.3512861328124
2024-10-01,NBCC.NS,TRIM,21154,117.76506042480467,2491202.088226318,2491.2020882263178
2024-10-01,OIL.NS,BUY,14247,540.4476928710938,7699758.280334473,7699.758280334473
2024-10-01,RVNL.NS,BUY,11629,518.7210693359375,6032207.315307617,6032.207315307617
2024-10-01,TRENT.NS,BUY,1323,7597.08154296875,10050938.881347656,10050.938881347656
2024-10-01,NETWEB.NS,BUY,2987,2504.10302734375,7479755.742675781,7479.755742675781
2024-10-01,NEULANDLAB.NS,BUY,572,12474.8447265625,7135611.18359375,7135.61118359375
2024-11-01,NBCC.NS,SELL,51069,98.0046615600586,5005000.061210632,5005.000061210632
2024-11-01,OIL.NS,SELL,14247,449.4624633789063,6403491.715759278,6403.491715759278
2024-11-01,GVT&D.NS,BUY,330,1795.5577392578125,592534.0539550781,592.5340539550781
2024-11-01,WOCKPHARMA.NS,TRIM,931,1250.199951171875,1163936.1545410156,1163.9361545410156
2024-11-01,TRENT.NS,BUY,219,7134.33251953125,1562418.8217773438,1562.4188217773437
2024-11-01,COCHINSHIP.NS,BUY,860,1509.4439697265625,1298121.8139648438,1298.1218139648438
2024-11-01,RVNL.NS,BUY,2629,465.5835571289063,1224019.1716918948,1224.0191716918948
2024-11-01,NEULANDLAB.NS,TRIM,61,14521.962890625,885839.736328125,885.839736328125
2024-11-01,NETWEB.NS,BUY,122,2711.572265625,330811.81640625,330.81181640625
2024-11-01,PGEL.NS,BUY,11631,640.8675537109375,7453930.517211914,7453.930517211914
2024-12-02,COCHINSHIP.NS,SELL,4243,1641.8875732421875,6966528.973266602,6966.5289732666015
2024-12-02,PGEL.NS,SELL,11631,747.8203735351562,8697898.764587402,8697.898764587402
2024-12-02,GVT&D.NS,TRIM,478,1761.0565185546875,841785.0158691406,841.7850158691407
2024-12-02,WOCKPHARMA.NS,TRIM,962,1427.75,1373495.5,1373.4955
2024-12-02,NETWEB.NS,TRIM,367,2783.0908203125,1021394.3310546875,1021.3943310546875
2024-12-02,RVNL.NS,TRIM,443,432.0697937011719,191406.91860961914,191.40691860961914
2024-12-02,TRENT.NS,TRIM,72,6791.33740234375,488976.29296875,488.97629296875
2024-12-02,NEULANDLAB.NS,TRIM,111,16603.091796875,1842943.189453125,1842.9431894531251
2024-12-02,INOXWIND.NS,BUY,31975,200.9499969482422,6425376.152420044,6425.3761524200445
2024-12-02,GODFRYPHLP.NS,BUY,3392,1870.64453125,6345226.25,6345.22625
2024-12-02,OFSS.NS,BUY,680,11378.060546875,7737081.171875,7737.081171875
2025-01-01,TRENT.NS,SELL,1470,7053.54833984375,10368716.059570312,10368.716059570314
2025-01-01,NETWEB.NS,SELL,2742,2884.654296875,7909722.08203125,7909.7220820312505
2025-01-01,INOXWIND.NS,SELL,31975,187.3500061035156,5990516.445159911,5990.516445159911
2025-01-01,GVT&D.NS,TRIM,528,2040.0037841796875,1077121.998046875,1077.121998046875
2025-01-01,WOCKPHARMA.NS,BUY,160,1455.699951171875,232911.9921875,232.9119921875
2025-01-01,NEULANDLAB.NS,BUY,72,14255.92578125,1026426.65625,1026.42665625
2025-01-01,OFSS.NS,TRIM,8,11715.6044921875,93724.8359375,93.7248359375
2025-01-01,GODFRYPHLP.NS,BUY,405,1636.0645751953125,662606.1529541016,662.6061529541016
2025-01-01,RVNL.NS,BUY,579,423.2218322753906,245045.44088745117,245.04544088745118
2025-01-01,PGEL.NS,BUY,6529,1023.2489624023438,6680792.475524902,6680.792475524902
2025-01-01,DIXON.NS,BUY,547,17986.1953125,9838448.8359375,9838.448835937501
2025-01-01,POLICYBZR.NS,BUY,4195,2119.199951171875,8890043.795166016,8890.043795166015
2025-02-01,RVNL.NS,SELL,14394,428.6096801757813,6169407.736450196,6169.407736450196
2025-02-01,GODFRYPHLP.NS,SELL,3797,1619.623291015625,6149709.635986328,6149.709635986328
2025-02-01,OFSS.NS,SELL,672,8249.12890625,5543414.625,5543.414625
2025-02-01,PGEL.NS,BUY,1168,800.1472778320312,934572.0205078125,934.5720205078126
2025-02-01,WOCKPHARMA.NS,TRIM,388,1558.550048828125,604717.4189453125,604.7174189453125
2025-02-01,DIXON.NS,BUY,55,14707.8046875,808929.2578125,808.9292578125
2025-02-01,GVT&D.NS,BUY,562,1763.495849609375,991084.6674804688,991.0846674804687
2025-02-01,POLICYBZR.NS,BUY,717,1716.1500244140625,1230479.5675048828,1230.4795675048829
2025-02-01,NEULANDLAB.NS,BUY,4,14155.943359375,56623.7734375,56.6237734375
2025-02-01,JYOTICNC.NS,BUY,6373,1030.3499755859375,6566420.39440918,6566.42039440918
2025-02-01,ANANTRAJ.NS,BUY,10560,636.5865478515625,6722353.9453125,6722.3539453125
2025-03-03,GVT&D.NS,SELL,4594,1306.2176513671875,6000763.890380859,6000.763890380859
2025-03-03,NEULANDLAB.NS,SELL,476,10459.29296875,4978623.453125,4978.623453125
2025-03-03,POLICYBZR.NS,SELL,4912,1451.8499755859375,7131487.080078125,7131.4870800781255
2025-03-03,JYOTICNC.NS,SELL,6373,770.75,4911989.75,4911.98975
2025-03-03,ANANTRAJ.NS,SELL,10560,449.0208435058594,4741660.107421875,4741.660107421875
2025-03-03,PGEL.NS,TRIM,1707,806.0946655273438,1376003.5940551758,1376.0035940551759
2025-03-03,WOCKPHARMA.NS,BUY,169,1200.0999755859375,202816.89587402344,202.81689587402343
2025-03-03,DIXON.NS,TRIM,108,14045.4990234375,1516913.89453125,1516.91389453125
2025-03-03,MAZDOCK.NS,BUY,2145,2133.568603515625,4576504.654541016,4576.504654541016
2025-03-03,BSE.NS,BUY,3400,1444.77490234375,4912234.66796875,4912.23466796875
2025-03-03,DEEPAKFERT.NS,BUY,6029,914.8142700195312,5515415.233947754,5515.415233947754
2025-03-03,SARDAEN.NS,BUY,13908,446.5616149902344,6210778.94128418,6210.778941284179
2025-03-03,PAYTM.NS,BUY,7708,726.4500122070312,5599476.694091797,5599.476694091797
2025-04-01,PGEL.NS,TRIM,8,901.2027587890624,7209.622070312499,7.209622070312499
2025-04-01,SARDAEN.NS,TRIM,438,524.71484375,229825.1015625,229.8251015625
2025-04-01,MAZDOCK.NS,TRIM,182,2555.10009765625,465028.2177734375,465.0282177734375
2025-04-01,DEEPAKFERT.NS,TRIM,439,1086.7025146484375,477062.40393066406,477.06240393066406
2025-04-01,BSE.NS,TRIM,517,1811.4991455078125,936545.0582275391,936.5450582275391
2025-04-01,WOCKPHARMA.NS,TRIM,409,1447.9000244140625,592191.1099853516,592.1911099853515
2025-04-01,DIXON.NS,BUY,88,12918.1513671875,1136797.3203125,1136.7973203125
2025-04-01,PAYTM.NS,TRIM,4,801.0999755859375,3204.39990234375,3.20439990234375
2025-04-01,AEGISLOG.NS,BUY,6997,769.4883422851562,5384109.930969238,5384.109930969238
2025-05-02,WOCKPHARMA.NS,SELL,4224,1300.800048828125,5494579.40625,5494.57940625
2025-05-02,DIXON.NS,SELL,582,16401.701171875,9545790.08203125,9545.79008203125
2025-05-02,BSE.NS,SELL,2883,2093.531005859375,6035649.889892578,6035.649889892578
2025-05-02,AEGISLOG.NS,SELL,6997,762.8939208984375,5337968.764526367,5337.9687645263675
2025-05-02,PGEL.NS,BUY,1854,826.6356201171875,1532582.4396972656,1532.5824396972657
2025-05-02,MAZDOCK.NS,BUY,90,2982.818115234375,268453.63037109375,268.45363037109377
2025-05-02,SARDAEN.NS,BUY,5398,440.0032958984375,2375137.7912597656,2375.137791259766
2025-05-02,PAYTM.NS,BUY,1369,831.3499755859375,1138118.1165771484,1138.1181165771484
2025-05-02,DEEPAKFERT.NS,BUY,470,1250.652099609375,587806.4868164062,587.8064868164063
2025-05-02,GODFRYPHLP.NS,BUY,2176,2727.748779296875,5935581.34375,5935.58134375
2025-05-02,AMBER.NS,BUY,1208,6188.0,7475104.0,7475.104
2025-05-02,KAYNES.NS,BUY,1191,5757.0,6856587.0,6856.587
2025-06-02,PGEL.NS,TRIM,228,789.9017944335938,180097.60913085938,180.09760913085938
2025-06-02,PAYTM.NS,TRIM,1393,924.3499755859376,1287619.5159912112,1287.6195159912113
2025-06-02,DEEPAKFERT.NS,TRIM,1252,1459.71875,1827567.875,1827.567875
2025-06-02,GODFRYPHLP.NS,TRIM,125,2721.900390625,340237.548828125,340.237548828125
2025-06-02,SARDAEN.NS,TRIM,307,431.209228515625,132381.23315429688,132.38123315429686
2025-06-02,MAZDOCK.NS,TRIM,305,3357.505615234375,1024039.2126464844,1024.0392126464844
2025-06-02,KAYNES.NS,TRIM,12,5821.0,69852.0,69.852
2025-06-02,AMBER.NS,TRIM,123,6382.0,784986.0,784.986
2025-06-02,BSE.NS,BUY,2267,2686.22314453125,6089667.868652344,6089.667868652344
2025-07-01,AMBER.NS,SELL,1085,7083.0,7685055.0,7685.055
2025-07-01,KAYNES.NS,SELL,1179,6140.5,7239649.5,7239.6495
2025-07-01,BSE.NS,TRIM,49,2767.80810546875,135622.59716796875,135.62259716796876
2025-07-01,PAYTM.NS,BUY,263,930.25,244655.75,244.65575
2025-07-01,PGEL.NS,BUY,1039,722.6814575195312,750866.034362793,750.866034362793
2025-07-01,DEEPAKFERT.NS,TRIM,480,1719.3756103515625,825300.29296875,825.30029296875
2025-07-01,GODFRYPHLP.NS,TRIM,90,2880.13916015625,259212.5244140625,259.2125244140625
2025-07-01,SARDAEN.NS,BUY,530,434.4386901855469,230252.50579833984,230.25250579833985
2025-07-01,MAZDOCK.NS,BUY,279,3248.878662109375,906437.1467285156,906.4371467285157
2025-07-01,RPOWER.NS,BUY,92219,69.62999725341797,6421208.716712952,6421.208716712952
2025-07-01,WOCKPHARMA.NS,BUY,3812,1677.4000244140625,6394248.893066406,6394.248893066407
2025-08-01,MAZDOCK.NS,SELL,2027,2700.091064453125,5473084.587646484,5473.084587646485
2025-08-01,BSE.NS,BUY,13,2404.964111328125,31264.533447265625,31.264533447265627
2025-08-01,GODFRYPHLP.NS,TRIM,191,2851.870849609375,544707.3322753906,544.7073322753906
2025-08-01,RPOWER.NS,BUY,19221,50.09000015258789,962779.8929328918,962.7798929328918
2025-08-01,WOCKPHARMA.NS,TRIM,46,1612.4000244140625,74170.40112304688,74.17040112304687
2025-08-01,DEEPAKFERT.NS,TRIM,42,1536.935302734375,64551.28271484375,64.55128271484375
2025-08-01,PAYTM.NS,TRIM,1717,1076.4000244140625,1848178.8419189453,1848.1788419189454
2025-08-01,PGEL.NS,TRIM,1255,778.3069458007812,976775.2169799805,976.7752169799805
2025-08-01,SARDAEN.NS,TRIM,2065,436.5254211425781,901424.9946594238,901.4249946594239
2025-08-01,ASTERDM.NS,BUY,17669,591.8170166015625,10456814.866333008,10456.814866333008
2025-09-01,PGEL.NS,SELL,7392,554.7055053710938,4100383.095703125,4100.383095703125
2025-09-01,SARDAEN.NS,SELL,17026,598.9022827148438,10196910.26550293,10196.91026550293
2025-09-01,RPOWER.NS,SELL,111440,44.040000915527344,4907817.702026367,4907.817702026367
2025-09-01,ASTERDM.NS,SELL,17669,602.5606689453125,10646644.459594727,10646.644459594727
2025-09-01,BSE.NS,BUY,137,2174.670654296875,297929.8796386719,297.9298796386719
2025-09-01,PAYTM.NS,TRIM,904,1235.800048828125,1117163.244140625,1117.163244140625
2025-09-01,WOCKPHARMA.NS,BUY,410,1415.699951171875,580436.9799804688,580.4369799804688
2025-09-01,GODFRYPHLP.NS,TRIM,368,3453.388427734375,1270846.94140625,1270.84694140625
2025-09-01,DEEPAKFERT.NS,BUY,412,1386.93994140625,571419.255859375,571.419255859375
2025-09-01,FORCEMOT.NS,BUY,300,19049.943359375,5714983.0078125,5714.983007812501
2025-09-01,LAURUSLABS.NS,BUY,10138,858.4363403320312,8702827.618286133,8702.827618286134
2025-09-01,POWERINDIA.NS,BUY,315,18937.478515625,5965305.732421875,5965.305732421875
2025-09-01,AMBER.NS,BUY,762,7631.0,5814822.0,5814.822
2025-10-01,DEEPAKFERT.NS,SELL,4698,1536.6190185546875,7219036.149169922,7219.036149169922
2025-10-01,POWERINDIA.NS,SELL,315,18129.671875,5710846.640625,5710.846640625
2025-10-01,FORCEMOT.NS,BUY,94,16854.0,1584276.0,1584.276
2025-10-01,LAURUSLABS.NS,BUY,1427,870.4144897460938,1242081.4768676758,1242.0814768676757
2025-10-01,PAYTM.NS,BUY,1685,1148.5999755859375,1935390.9588623047,1935.3909588623046
2025-10-01,BSE.NS,BUY,796,2075.930908203125,1652441.0029296875,1652.4410029296876
2025-10-01,AMBER.NS,BUY,95,8241.5,782942.5,782.9425
2025-10-01,GODFRYPHLP.NS,BUY,363,3309.156982421875,1201223.9846191406,1201.2239846191405
2025-10-01,WOCKPHARMA.NS,BUY,211,1492.800048828125,314980.8103027344,314.98081030273437
2025-10-01,GVT&D.NS,BUY,2866,3065.41259765625,8785472.504882812,8785.472504882813
2025-11-03,BSE.NS,SELL,3164,2541.60400390625,8041635.068359375,8041.6350683593755
2025-11-03,WOCKPHARMA.NS,SELL,4387,1413.800048828125,6202340.814208984,6202.340814208985
2025-11-03,AMBER.NS,SELL,857,7957.5,6819577.5,6819.5775
2025-11-03,FORCEMOT.NS,TRIM,51,18442.0,940542.0,940.542
2025-11-03,GVT&D.NS,TRIM,392,3163.3701171875,1240041.0859375,1240.0410859375
2025-11-03,LAURUSLABS.NS,TRIM,2059,974.4298706054688,2006351.1035766602,2006.3511035766603
2025-11-03,GODFRYPHLP.NS,TRIM,19,3046.404052734375,57881.677001953125,57.88167700195313
2025-11-03,PAYTM.NS,TRIM,715,1274.800048828125,911482.0349121094,911.4820349121094
2025-11-03,MANAPPURAM.NS,BUY,36754,265.7218017578125,9766339.10180664,9766.339101806641
2025-11-03,GMDCLTD.NS,BUY,10882,600.4500122070312,6534097.032836914,6534.097032836914
2025-11-03,GRSE.NS,BUY,2221,2561.17529296875,5688370.325683594,5688.370325683594
2025-12-01,PAYTM.NS,SELL,6292,1367.800048828125,8606197.907226562,8606.197907226562
2025-12-01,GRSE.NS,SELL,2221,2727.4306640625,6057623.5048828125,6057.623504882813
2025-12-01,FORCEMOT.NS,BUY,102,18231.0,1859562.0,1859.5620000000001
2025-12-01,MANAPPURAM.NS,BUY,8580,280.6683654785156,2408134.575805664,2408.134575805664
2025-12-01,LAURUSLABS.NS,BUY,2096,1028.376220703125,2155476.55859375,2155.4765585937503
2025-12-01,GMDCLTD.NS,BUY,3776,551.8499755859375,2083785.5078125,2083.7855078125
2025-12-01,GVT&D.NS,BUY,1144,2794.383544921875,3196774.775390625,3196.774775390625
2025-12-01,GODFRYPHLP.NS,BUY,693,2796.986572265625,1938311.6945800781,1938.3116945800782
